date,no1,no2,no3,no4,no5
2014-01-05 18:00:00,-0.983755,0.133366,1.229520,2.940943,-0.604646
2014-01-05 19:00:00,0.279153,-0.653611,-0.413340,1.150943,-0.597498
2014-01-05 20:00:00,1.100825,0.397323,-0.567801,0.493101,-0.712190
2014-01-05 21:00:00,2.015830,0.457775,-0.263802,-0.911031,0.096100
2014-01-05 22:00:00,0.577252,-0.622812,0.344389,-0.292282,0.943793
2014-01-05 23:00:00,0.127749,0.254078,-0.568802,-0.102882,-0.100512
2014-01-06 00:00:00,0.373361,0.333357,2.078368,1.332957,-0.033672
2014-01-06 01:00:00,1.057942,-1.152935,1.622596,1.594095,1.192180
2014-01-06 02:00:00,0.151117,-0.592992,0.038958,0.199441,-0.300192
2014-01-06 03:00:00,0.025807,0.400059,-0.553880,0.921165,-0.010987
2014-01-06 04:00:00,0.497048,-0.700133,-0.553892,0.852942,0.028801
2014-01-06 05:00:00,0.819323,-0.002032,1.079703,-0.118667,-0.837318
2014-01-06 06:00:00,-0.351266,0.287603,-0.337823,-2.416193,-0.101305
2014-01-06 07:00:00,-0.959854,0.024018,0.437007,0.009348,1.472377
2014-01-06 08:00:00,-0.218862,-1.080206,-1.970591,0.957441,-1.316635
2014-01-06 09:00:00,0.779162,1.019838,1.267297,1.027174,0.819574
2014-01-06 10:00:00,0.551541,0.586623,-1.522474,0.716128,1.395099
2014-01-06 11:00:00,0.244703,0.263302,0.915433,0.240833,-0.027876
2014-01-06 12:00:00,-0.045796,-0.811567,-0.064821,-1.680183,-0.250964
2014-01-06 13:00:00,-1.131166,0.195988,1.769523,0.957570,-0.395963
2014-01-06 14:00:00,-0.181389,0.697947,-1.095064,1.916225,-0.750355
2014-01-06 15:00:00,-0.213017,-0.411572,-0.873965,0.265572,-0.240023
2014-01-06 16:00:00,0.406734,-0.040475,-0.205046,-1.260042,-0.916048
2014-01-06 17:00:00,-1.077443,-1.850220,-2.497574,0.078324,-0.184120
2014-01-06 18:00:00,1.614400,-1.007117,-1.247992,0.206752,-0.633909
2014-01-06 19:00:00,-1.514823,-2.247420,0.288751,-0.861762,2.051249
2014-01-06 20:00:00,-0.172991,0.159051,1.116050,-1.425389,0.201076
2014-01-06 21:00:00,-2.113059,-1.290764,0.005102,0.064008,-1.350581
2014-01-06 22:00:00,0.138777,-0.142217,1.996604,-0.106246,-0.313520
2014-01-06 23:00:00,-1.221636,-0.086455,-1.159007,-0.805661,-1.648841
2014-01-07 00:00:00,-0.229271,0.656590,0.505846,0.734920,-1.791799
2014-01-07 01:00:00,-0.071400,-0.522724,0.987891,-0.165712,0.313376
2014-01-07 02:00:00,-1.538855,-0.191993,0.996769,-1.657516,1.155560
2014-01-07 03:00:00,-2.224324,-0.167137,-0.702678,-0.876048,0.596530
2014-01-07 04:00:00,-0.678609,1.404407,0.327801,-0.116194,-1.400299
2014-01-07 05:00:00,-1.182974,1.527674,1.303843,-1.838892,-0.423389
2014-01-07 06:00:00,0.077225,0.589932,0.867917,0.380694,-0.359731
2014-01-07 07:00:00,-0.513065,0.915213,1.525677,-1.829152,-0.550652
2014-01-07 08:00:00,-1.346691,0.175967,-1.403733,0.019018,-0.337888
2014-01-07 09:00:00,-0.789092,0.585147,-1.685182,0.296507,0.380871
2014-01-07 10:00:00,0.140886,0.842612,0.355442,-0.500607,-0.487983
2014-01-07 11:00:00,-0.701460,-1.108241,-0.157521,0.944493,-0.485834
2014-01-07 12:00:00,0.269617,-0.027634,0.099606,1.849600,0.689654
2014-01-07 13:00:00,0.776889,1.263152,0.023737,-0.937435,0.762382
2014-01-07 14:00:00,1.252555,0.361018,-2.299013,0.685780,-0.873487
2014-01-07 15:00:00,0.882147,-0.548776,0.883904,-0.215609,-0.187226
2014-01-07 16:00:00,-1.147642,0.350384,-0.311467,0.398487,0.422963
2014-01-07 17:00:00,0.971593,-0.148568,-1.128280,0.852495,2.219798
2014-01-07 18:00:00,1.194632,0.689424,0.678392,1.268293,-1.056552
2014-01-07 19:00:00,0.078716,-0.319257,0.297640,0.512226,-0.939490
2014-01-07 20:00:00,-0.944769,-0.876866,1.926583,0.217099,1.008787
2014-01-07 21:00:00,-0.442266,0.134337,1.425970,-1.463427,1.727108
2014-01-07 22:00:00,-0.139377,-0.866239,-0.711498,1.050107,0.673449
2014-01-07 23:00:00,-0.140887,0.762092,0.039614,0.047799,-2.582286
2014-01-08 00:00:00,-0.148025,0.803019,0.552721,-0.817309,-0.720407
2014-01-08 01:00:00,-1.483906,0.387952,-0.319691,-0.588847,-0.228196
2014-01-08 02:00:00,-0.594467,-0.725145,-0.134211,-1.365163,0.160995
2014-01-08 03:00:00,1.046989,-0.603823,-0.464196,0.804052,2.241886
2014-01-08 04:00:00,1.832118,1.039904,0.366159,1.895894,-0.344193
2014-01-08 05:00:00,0.549993,0.717710,0.588664,-2.089478,-0.919943
2014-01-08 06:00:00,0.342358,-0.275835,0.823585,1.430748,-1.466267
2014-01-08 07:00:00,0.606404,0.008276,-0.339237,0.948857,-0.297368
2014-01-08 08:00:00,1.033802,-1.775408,-0.499718,-0.844990,1.322140
2014-01-08 09:00:00,1.360989,0.347550,1.422912,-1.825275,0.526329
2014-01-08 10:00:00,-0.056916,1.492222,-0.228321,0.385606,2.399160
2014-01-08 11:00:00,-0.019068,-1.697610,0.633658,-0.260149,0.324764
2014-01-08 12:00:00,-0.812775,0.567559,-1.848334,0.458216,-1.212311
2014-01-08 13:00:00,-0.682700,1.613914,0.093480,-0.914946,-1.116396
2014-01-08 14:00:00,-0.402541,0.398669,2.055231,-0.635739,-0.626907
2014-01-08 15:00:00,-0.314818,3.154079,0.484633,0.034485,-0.634810
2014-01-08 16:00:00,-0.461398,-2.204764,0.685165,0.122080,-0.423587
2014-01-08 17:00:00,1.826355,-0.700334,1.288038,-0.167762,0.146691
2014-01-08 18:00:00,0.035772,0.605598,-2.289566,2.728925,-0.754561
2014-01-08 19:00:00,0.223812,-1.546184,0.400650,2.678901,-1.036177
2014-01-08 20:00:00,1.008250,-0.584291,0.212706,0.279814,0.578697
2014-01-08 21:00:00,1.133670,-0.338030,0.145321,0.929397,-1.040831
2014-01-08 22:00:00,0.790568,0.555792,0.691112,2.078064,1.511414
2014-01-08 23:00:00,0.661221,-1.126708,-0.289852,-1.050564,0.634724
2014-01-09 00:00:00,-0.016742,0.544775,-2.041963,-0.440143,-1.833704
2014-01-09 01:00:00,-0.547044,-1.291077,-1.523883,-1.980555,-1.342294
2014-01-09 02:00:00,-1.424926,0.754565,0.101272,-1.550930,-0.448124
2014-01-09 03:00:00,-1.047712,-0.972279,0.587995,1.985946,-1.131996
2014-01-09 04:00:00,-1.101939,-0.810671,-1.028500,-0.720179,-0.170508
2014-01-09 05:00:00,-0.243398,-1.192860,0.339868,1.097959,0.046146
2014-01-09 06:00:00,1.092165,-0.107202,0.219120,0.987307,-0.797450
2014-01-09 07:00:00,0.161203,-0.034341,0.735659,-1.238420,-0.372636
2014-01-09 08:00:00,-0.590604,0.393738,-0.492548,-0.126211,-1.071149
2014-01-09 09:00:00,1.117947,1.832875,-2.229798,-0.675237,1.016799
2014-01-09 10:00:00,0.273218,-0.128294,-1.504907,-0.572640,0.257023
2014-01-09 11:00:00,1.224617,2.081259,0.351764,0.177615,-0.797061
2014-01-09 12:00:00,-1.435721,-0.207502,-1.118524,0.938884,-1.366665
2014-01-09 13:00:00,1.149625,-0.103056,-0.890714,-1.456251,0.252908
2014-01-09 14:00:00,-0.044056,2.143901,2.037198,0.283718,-0.536559
2014-01-09 15:00:00,1.385178,-0.772278,-0.156968,-0.127422,0.099575
2014-01-09 16:00:00,-0.971577,0.588694,1.021799,-0.556211,-2.502963
2014-01-09 17:00:00,0.013421,-0.854946,0.368169,-0.295483,1.004243
2014-01-09 18:00:00,0.037410,1.134173,0.602796,0.538830,-2.056097
2014-01-09 19:00:00,-2.595568,-1.575020,-0.380661,-0.279585,-0.377438
2014-01-09 20:00:00,-0.038772,-0.043931,0.312751,-2.574343,0.162203
2014-01-09 21:00:00,0.284711,3.181760,-1.244507,-1.167474,-0.189526
2014-01-09 22:00:00,-0.287159,-1.573122,0.625882,0.596881,0.145500
2014-01-09 23:00:00,-1.015852,-2.482738,-0.854728,0.469249,-0.580889
2014-01-10 00:00:00,0.260799,0.125413,0.587984,1.553502,0.381663
2014-01-10 01:00:00,-0.863699,0.667601,-0.008500,-0.395471,-0.235085
2014-01-10 02:00:00,-1.662180,-0.264099,1.098140,2.186767,-0.531373
2014-01-10 03:00:00,0.696215,1.079903,0.130907,0.977689,0.053069
2014-01-10 04:00:00,1.754409,-1.119400,-1.216627,0.647784,0.971611
2014-01-10 05:00:00,-1.159836,-0.852563,-0.739014,-0.238139,0.675104
2014-01-10 06:00:00,-0.862812,-0.901448,0.101425,-0.216612,-0.915278
2014-01-10 07:00:00,3.096854,-0.601558,0.406964,-0.777480,-0.053607
2014-01-10 08:00:00,-0.533292,-0.832101,-0.793982,1.168055,2.138964
2014-01-10 09:00:00,-0.941344,0.445060,-0.091082,0.714389,0.774529
2014-01-10 10:00:00,1.612750,0.573644,0.719759,-1.015368,-0.224150
2014-01-10 11:00:00,-0.271584,1.104073,-0.081969,0.859657,-0.203670
2014-01-10 12:00:00,-0.436751,0.941863,0.950255,-0.047131,-0.150423
2014-01-10 13:00:00,-1.031412,-0.496592,-0.256522,0.781906,-1.187292
2014-01-10 14:00:00,-1.229394,1.280654,-0.164583,2.468919,0.839344
2014-01-10 15:00:00,-0.957194,-0.869081,0.522298,-0.538695,1.617153
2014-01-10 16:00:00,1.241525,-0.748610,-0.037021,0.635071,-0.568554
2014-01-10 17:00:00,1.934360,1.093452,0.320608,0.679929,0.365203
2014-01-10 18:00:00,1.076521,0.253242,-0.171404,-2.293966,0.394061
2014-01-10 19:00:00,1.188962,0.842427,0.660360,1.361793,0.683374
2014-01-10 20:00:00,0.247286,0.669194,-1.591329,2.624301,0.109980
2014-01-10 21:00:00,-0.906980,1.088258,-0.015599,-1.761816,1.765927
2014-01-10 22:00:00,0.177958,-0.040441,-0.028979,0.858566,-1.388549
2014-01-10 23:00:00,0.326831,-0.942631,0.928917,0.510270,0.156781
2014-01-11 00:00:00,-0.245898,-1.661470,1.383570,1.245999,0.956943
2014-01-11 01:00:00,1.211257,-0.006919,-0.755256,0.013324,2.816916
2014-01-11 02:00:00,0.602561,2.107138,-1.665077,-0.069667,-0.797909
2014-01-11 03:00:00,0.278645,0.566667,0.766398,2.560131,-0.782123
2014-01-11 04:00:00,0.188073,-0.928563,-0.791111,1.316658,-0.763419
2014-01-11 05:00:00,-0.543421,-0.352988,1.104276,-1.347073,0.078305
2014-01-11 06:00:00,0.458054,0.020749,0.413734,-1.265917,0.313453
2014-01-11 07:00:00,0.123845,-0.446556,0.386160,-0.680234,-0.438720
2014-01-11 08:00:00,-2.144788,-1.692278,-0.776098,-1.167739,-0.367318
2014-01-11 09:00:00,-0.895794,-0.318798,-0.683967,-0.352930,0.253921
2014-01-11 10:00:00,0.274337,-0.052742,-0.431008,0.034173,1.415358
2014-01-11 11:00:00,-0.290778,0.791418,-0.005064,1.264624,-0.001874
2014-01-11 12:00:00,-0.581653,-0.378090,-1.196844,1.394141,0.983919
2014-01-11 13:00:00,-0.694131,0.723039,-0.635381,0.656740,-0.588819
2014-01-11 14:00:00,-0.440519,0.059669,0.162401,0.378345,0.021848
2014-01-11 15:00:00,1.205752,1.744982,-1.866562,-1.427674,0.940200
2014-01-11 16:00:00,-0.298885,-0.184172,-0.269943,-0.810132,0.663555
2014-01-11 17:00:00,-0.037674,-0.580226,0.997296,0.850368,0.876947
2014-01-11 18:00:00,-0.040750,-0.014609,-1.098990,-1.585173,-1.693045
2014-01-11 19:00:00,0.232265,-0.287225,0.816761,-1.308371,-1.899014
2014-01-11 20:00:00,0.081817,0.037605,-0.164270,-0.695533,0.054381
2014-01-11 21:00:00,-0.017489,0.428045,1.100564,0.870366,-0.175226
2014-01-11 22:00:00,0.800937,-0.232724,0.404125,-0.210050,-0.272198
2014-01-11 23:00:00,0.895904,-0.134265,-0.042437,0.431277,0.529232
2014-01-12 00:00:00,0.528801,1.014260,-0.552858,-0.512544,1.267601
2014-01-12 01:00:00,0.988002,-0.486288,0.404058,2.705941,0.375749
2014-01-12 02:00:00,1.948199,0.626483,0.846820,0.704856,-1.136476
2014-01-12 03:00:00,-1.509421,-1.718191,0.270529,1.461387,-0.751041
2014-01-12 04:00:00,0.024864,-0.986617,0.902345,-0.358613,-0.465650
2014-01-12 05:00:00,-1.243969,-1.199738,0.337855,1.215562,0.116697
2014-01-12 06:00:00,-0.746795,-2.135693,1.243472,0.343122,-1.860398
2014-01-12 07:00:00,-1.044113,0.020618,0.033947,0.024507,-0.116667
2014-01-12 08:00:00,1.383342,-0.099237,-1.090775,1.027011,-0.512365
2014-01-12 09:00:00,0.570920,0.669474,0.735430,-0.542625,2.076657
2014-01-12 10:00:00,-0.152060,-0.738991,-0.823127,0.419823,0.096146
2014-01-12 11:00:00,-1.984288,1.465416,1.144170,-0.912187,-0.352927
2014-01-12 12:00:00,-1.913877,0.179462,0.557982,-0.517617,-2.813748
2014-01-12 13:00:00,0.340211,0.901649,-0.009390,-2.441749,0.413476
2014-01-12 14:00:00,0.744601,0.936760,-0.427200,0.848587,0.513406
2014-01-12 15:00:00,-1.043821,0.360641,-0.444139,0.632889,-0.874153
2014-01-12 16:00:00,1.325018,0.236644,-0.651303,0.195619,0.324383
2014-01-12 17:00:00,-1.520491,-0.178095,1.011462,-0.611913,0.058731
2014-01-12 18:00:00,0.096490,2.115306,0.979158,-0.764828,-0.023307
2014-01-12 19:00:00,-0.932999,-0.956700,0.370851,0.951746,1.036017
2014-01-12 20:00:00,0.662059,-0.275708,-1.645930,0.124711,0.936012
2014-01-12 21:00:00,1.054248,1.214636,-0.607720,-0.447110,-0.977027
2014-01-12 22:00:00,-1.131915,0.183070,0.296442,-1.565999,-0.989941
2014-01-12 23:00:00,-0.329212,0.293703,-1.608854,-0.521988,-0.500555
2014-01-13 00:00:00,-0.151996,0.659202,0.856395,0.450468,-0.289590
2014-01-13 01:00:00,0.944159,1.332119,-0.818321,1.342573,-0.215065
2014-01-13 02:00:00,0.285715,-0.447259,-2.000835,-1.048049,0.136562
2014-01-13 03:00:00,0.479396,-1.303715,-0.649197,-0.197680,-0.452439
2014-01-13 04:00:00,-0.863064,-0.861340,-0.367640,1.115406,0.010998
2014-01-13 05:00:00,-0.515118,-0.098656,-1.480037,0.291555,0.335399
2014-01-13 06:00:00,-1.426134,0.381219,-1.160916,1.369863,-0.186000
2014-01-13 07:00:00,-0.437628,1.001773,0.537227,-1.005227,0.249173
2014-01-13 08:00:00,0.509179,-0.890739,0.158567,-1.638029,1.047737
2014-01-13 09:00:00,0.138752,1.037459,-1.148447,-0.364740,-1.063175
2014-01-13 10:00:00,-0.381095,0.177721,-0.924316,0.043748,2.275695
2014-01-13 11:00:00,1.019540,0.452164,0.197421,0.548809,-0.157927
2014-01-13 12:00:00,1.213613,1.867057,0.706763,-0.130494,0.773869
2014-01-13 13:00:00,-0.211712,1.166074,-0.392124,-1.466488,0.510049
2014-01-13 14:00:00,0.068578,-1.394127,0.380087,0.685864,-0.473075
2014-01-13 15:00:00,0.104710,-0.402803,-1.055395,-0.212168,-0.895323
2014-01-13 16:00:00,0.656288,0.303422,-1.055345,-0.063339,0.684057
2014-01-13 17:00:00,0.736756,1.610643,1.673178,0.155406,-1.026024
2014-01-13 18:00:00,-0.065235,-0.050024,0.164724,-0.808320,0.608525
2014-01-13 19:00:00,2.315339,-0.818138,-2.040303,-0.806302,-1.018192
2014-01-13 20:00:00,-0.536135,-0.466017,-0.647154,-0.788519,0.037369
2014-01-13 21:00:00,-1.800549,-0.714951,-0.512450,0.763696,0.443398
2014-01-13 22:00:00,1.324260,-1.361553,-0.449535,1.656298,-0.344762
2014-01-13 23:00:00,0.406312,-0.333063,-0.528738,0.033287,-0.396679
2014-01-14 00:00:00,0.843983,0.906924,-0.042149,-0.503028,0.236342
2014-01-14 01:00:00,0.117477,0.695189,-0.615336,0.787743,-0.151938
2014-01-14 02:00:00,-1.417073,-0.214470,2.305405,0.680885,-1.403125
2014-01-14 03:00:00,-0.394348,-0.276563,-0.849481,0.642843,-0.253304
2014-01-14 04:00:00,-1.460903,-0.653681,-1.954670,0.856303,-1.034583
2014-01-14 05:00:00,-1.736066,-0.279547,1.512856,0.956110,-0.299360
2014-01-14 06:00:00,-0.070132,-0.691436,1.593535,-0.406996,-0.599228
2014-01-14 07:00:00,-1.401443,0.462102,0.102983,0.125172,2.144583
2014-01-14 08:00:00,-1.279950,0.351044,-0.127393,1.472345,0.330475
2014-01-14 09:00:00,1.205908,-0.096553,1.939131,0.305256,1.063880
2014-01-14 10:00:00,-0.128672,-0.694585,0.073683,0.237288,1.427231
2014-01-14 11:00:00,-0.469882,-0.054641,0.877916,0.477128,-0.408461
2014-01-14 12:00:00,-0.356769,-1.319044,0.432848,-0.603986,-0.154922
2014-01-14 13:00:00,0.631805,0.864304,-0.074938,0.794328,0.242962
2014-01-14 14:00:00,-1.360993,0.873618,-0.633514,-0.749374,-0.589304
2014-01-14 15:00:00,0.279495,0.559252,0.718977,-1.409812,-0.815384
2014-01-14 16:00:00,1.107425,-0.476240,0.055423,-0.923641,-0.047424
2014-01-14 17:00:00,0.026111,0.404661,0.273138,-0.897303,-1.627376
2014-01-14 18:00:00,-2.187390,-2.263185,-0.651643,-0.942123,0.260743
2014-01-14 19:00:00,0.000526,-0.416969,0.647084,0.874838,-0.139844
2014-01-14 20:00:00,1.764042,0.564905,0.792358,0.268630,0.151769
2014-01-14 21:00:00,0.723505,0.677200,-1.267731,1.035219,-0.239686
2014-01-14 22:00:00,-2.046565,1.172111,-0.157149,-0.562093,0.168967
2014-01-14 23:00:00,-0.983418,-1.124011,1.194928,-2.093173,-0.670478
2014-01-15 00:00:00,0.004917,-0.441357,0.890359,-1.054002,-0.705289
2014-01-15 01:00:00,0.226110,-0.773178,-0.491175,0.895825,-0.172493
2014-01-15 02:00:00,-0.060276,-0.735290,-1.089651,0.677989,0.244451
2014-01-15 03:00:00,1.638212,-0.417581,1.419357,-1.982793,-1.013522
2014-01-15 04:00:00,-0.173099,-0.037901,0.458860,-0.116694,-1.278899
2014-01-15 05:00:00,1.900338,-0.386726,-0.609946,-2.650865,0.463520
2014-01-15 06:00:00,-0.386045,0.482711,-0.490813,-0.112118,-0.440116
2014-01-15 07:00:00,0.356891,0.765039,0.444371,-1.378012,-0.849709
