Date,Open,High,Low,Close,Volume,Adj Close
2016-05-23,125.230003,125.269997,125.099998,125.239998,147700,124.576168
2016-05-20,125.190002,125.279999,125.120003,125.25,1143900,124.586117
2016-05-19,125.110001,125.25,125.110001,125.139999,250700,124.4767
2016-05-18,125.43,125.449997,124.970001,125.080002,545200,124.41702
2016-05-17,125.669998,125.82,125.629997,125.650002,200400,124.983998
2016-05-16,125.870003,125.879997,125.769997,125.800003,1019200,125.133205
2016-05-13,125.900002,126.099998,125.809998,126.050003,350500,125.38188
2016-05-12,125.919998,126.029999,125.82,125.910004,138300,125.242622
2016-05-11,125.989998,126.199997,125.970001,126.059998,199900,125.391821
2016-05-10,126.029999,126.089996,125.949997,126.07,282200,125.40177
2016-05-09,126.010002,126.089996,125.959999,126.089996,278300,125.421661
2016-05-06,125.980003,126.089996,125.809998,125.879997,662800,125.212775
2016-05-05,125.809998,126.029999,125.669998,126.029999,152700,125.361982
2016-05-04,125.779999,125.860001,125.589996,125.860001,251700,125.192884
2016-05-03,125.709999,125.779999,125.650002,125.720001,733200,125.053627
2016-05-02,125.43,125.449997,125.279999,125.32,440600,124.655746
2016-04-29,125.50,125.709999,125.419998,125.629997,521300,124.826835
2016-04-28,125.339996,125.639999,125.32,125.610001,1113900,124.806966
2016-04-27,125.199997,125.370003,125.019997,125.370003,286800,124.568503
2016-04-26,125.099998,125.110001,124.940002,124.989998,245600,124.190927
2016-04-25,125.139999,125.230003,125.099998,125.099998,548800,124.300225
2016-04-22,125.25,125.290001,125.120003,125.220001,219600,124.41946
2016-04-21,125.25,125.349998,125.18,125.25,749800,124.449267
2016-04-20,125.769997,125.800003,125.330002,125.43,325200,124.628117
2016-04-19,125.760002,125.82,125.68,125.709999,212900,124.906326
2016-04-18,125.889999,125.900002,125.790001,125.860001,804200,125.055368
2016-04-15,125.800003,126.019997,125.790001,125.919998,247700,125.114982
2016-04-14,125.769997,125.849998,125.650002,125.709999,258600,124.906326
2016-04-13,125.830002,125.959999,125.779999,125.860001,197000,125.055368
2016-04-12,126.040001,126.07,125.879997,125.919998,263400,125.114982
2016-04-11,126.050003,126.279999,126.050003,126.190002,357700,125.38326
2016-04-08,126.139999,126.25,126.050003,126.190002,249300,125.38326
2016-04-07,126.129997,126.309998,126.089996,126.279999,339000,125.472681
2016-04-06,126.040001,126.050003,125.830002,125.959999,613400,125.154727
2016-04-05,126.019997,126.089996,125.980003,126.07,3061200,125.264025
2016-04-04,125.779999,125.860001,125.690002,125.809998,344100,125.005685
2016-04-01,125.760002,125.82,125.540001,125.709999,3596900,124.906326
2016-03-31,125.75,126.040001,125.629997,125.949997,627400,125.000718
2016-03-30,125.519997,125.720001,125.43,125.669998,319000,124.72283
2016-03-29,125.18,125.610001,125.169998,125.559998,527000,124.613658
2016-03-28,125.010002,125.139999,124.959999,125.019997,345800,124.077727
2016-03-24,125.129997,125.160004,124.82,124.959999,324600,124.018182
2016-03-23,124.769997,125.089996,124.769997,125.029999,974200,124.087654
2016-03-22,125.040001,125.120003,124.690002,124.730003,373600,123.78992
2016-03-21,124.949997,125.010002,124.870003,124.870003,606300,123.928864
2016-03-18,125.050003,125.160004,125.010002,125.139999,284000,124.196826
2016-03-17,124.790001,124.949997,124.779999,124.879997,386400,123.938783
2016-03-16,124.099998,124.82,124.019997,124.790001,286500,123.849465
2016-03-15,124.419998,124.489998,124.230003,124.269997,302300,123.33338
2016-03-14,124.300003,124.43,124.260002,124.260002,312000,123.323461
2016-03-11,124.449997,124.449997,124.18,124.279999,306200,123.343307
2016-03-10,124.639999,124.739998,124.389999,124.449997,257200,123.512024
2016-03-09,124.809998,124.879997,124.68,124.779999,318500,123.839538
2016-03-08,125.010002,125.110001,124.919998,125.00,276300,124.057882
2016-03-07,124.690002,124.690002,124.519997,124.599998,543000,123.660895
2016-03-04,124.919998,124.989998,124.629997,124.790001,391500,123.849465
2016-03-03,124.889999,125.120003,124.870003,124.970001,731400,124.028109
2016-03-02,124.910004,125.019997,124.809998,124.959999,589100,124.018182
2016-03-01,125.68,125.709999,125.029999,125.07,2269500,124.127354
2016-02-29,125.589996,125.809998,125.580002,125.779999,3110700,124.700001
2016-02-26,125.779999,125.800003,125.550003,125.730003,503000,124.650434
2016-02-25,126.040001,126.209999,125.959999,126.07,341200,124.987511
2016-02-24,126.059998,126.379997,125.769997,125.849998,482800,124.769399
2016-02-23,125.519997,125.910004,125.480003,125.809998,694000,124.729742
2016-02-22,125.669998,125.75,125.589996,125.709999,249500,124.630602
2016-02-19,125.709999,125.889999,125.690002,125.739998,352600,124.660343
2016-02-18,125.589996,125.919998,125.519997,125.849998,453600,124.769399
2016-02-17,125.57,125.580002,125.360001,125.559998,576400,124.481888
2016-02-16,125.720001,125.849998,125.639999,125.739998,396400,124.660343
2016-02-12,126.120003,126.220001,125.790001,125.900002,1170200,124.818973
2016-02-11,126.739998,126.839996,126.309998,126.339996,1861100,125.25519
2016-02-10,125.919998,126.18,125.75,126.139999,548000,125.05691
2016-02-09,126.269997,126.279999,125.980003,125.989998,783300,124.908197
2016-02-08,125.839996,126.099998,125.779999,126.029999,920600,124.947854
2016-02-05,125.400002,125.620003,125.279999,125.540001,384700,124.462063
2016-02-04,125.529999,125.589996,125.379997,125.529999,3260200,124.452147
2016-02-03,125.339996,125.800003,125.300003,125.410004,673000,124.333182
2016-02-02,125.209999,125.419998,125.160004,125.379997,614500,124.303434
2016-02-01,124.879997,125.050003,124.760002,124.870003,1320300,123.797818
2016-01-29,125.150002,125.25,124.980003,125.239998,1854900,124.017907
2016-01-28,124.610001,124.849998,124.589996,124.82,320900,123.602007
2016-01-27,124.449997,124.690002,124.330002,124.669998,299700,123.453469
2016-01-26,124.529999,124.669998,124.449997,124.589996,462900,123.374248
2016-01-25,124.410004,124.519997,124.339996,124.480003,402300,123.265328
2016-01-22,124.279999,124.389999,124.150002,124.349998,317200,123.136592
2016-01-21,124.769997,124.809998,124.449997,124.529999,502600,123.314836
2016-01-20,124.68,124.900002,124.580002,124.650002,600700,123.433667
2016-01-19,124.260002,124.449997,124.25,124.32,790700,123.106886
2016-01-15,124.629997,124.629997,124.360001,124.440002,989000,123.225717
2016-01-14,124.089996,124.25,123.889999,124.099998,1759600,122.889031
2016-01-13,123.800003,124.25,123.790001,124.129997,290000,122.918737
2016-01-12,123.639999,124.080002,123.540001,123.879997,422200,122.671177
2016-01-11,123.559998,123.809998,123.510002,123.650002,824700,122.443425
2016-01-08,123.519997,123.800003,123.440002,123.800003,418000,122.591963
2016-01-07,123.410004,123.550003,123.199997,123.550003,401100,122.344403
2016-01-06,123.190002,123.309998,123.099998,123.269997,261200,122.067129
2016-01-05,122.839996,123.00,122.790001,122.910004,345100,121.710648
2016-01-04,122.959999,123.080002,122.82,122.860001,1411900,121.661133
2015-12-31,122.629997,122.82,122.540001,122.610001,758500,121.413573
2015-12-30,122.290001,122.519997,122.290001,122.480003,314800,121.284844
2015-12-29,122.690002,122.720001,122.379997,122.449997,325900,121.25513
2015-12-28,122.68,122.860001,122.68,122.779999,204500,121.581912
2015-12-24,122.709999,122.760002,122.650002,122.730003,89900,121.532405
2015-12-23,122.839996,122.879997,122.75,122.809998,175300,121.465063
2015-12-22,123.040001,123.07,122.900002,122.959999,168700,121.613422
2015-12-21,123.160004,123.230003,123.080002,123.169998,172100,121.821122
2015-12-18,123.010002,123.199997,122.949997,123.129997,187000,121.781559
2015-12-17,122.699997,122.900002,122.699997,122.860001,300500,121.514519
2015-12-16,122.779999,122.879997,122.529999,122.690002,232200,121.346382
2015-12-15,122.879997,123.019997,122.82,122.900002,452900,121.554082
2015-12-14,123.360001,123.43,123.099998,123.120003,504800,121.771674
2015-12-11,123.370003,123.690002,123.339996,123.589996,740900,122.23652
2015-12-10,123.199997,123.199997,123.00,123.040001,648300,121.692548
2015-12-09,123.080002,123.279999,122.900002,123.220001,1113400,121.870577
2015-12-08,123.089996,123.120003,122.940002,123.059998,1145800,121.712326
2015-12-07,122.800003,123.080002,122.800003,122.980003,214700,121.633208
2015-12-04,122.75,122.919998,122.690002,122.809998,244300,121.465063
2015-12-03,122.860001,122.919998,122.449997,122.639999,221400,121.296927
2015-12-02,123.239998,123.25,123.07,123.190002,197000,121.840907
2015-12-01,123.099998,123.480003,123.099998,123.43,1739500,122.078276
2015-11-30,123.160004,123.290001,123.160004,123.25,594800,121.756833
2015-11-27,123.209999,123.360001,123.199997,123.25,157600,121.756833
2015-11-25,123.199997,123.220001,123.07,123.150002,2808000,121.658046
2015-11-24,123.120003,123.239998,123.089996,123.160004,258000,121.667927
2015-11-23,122.93,123.129997,122.900002,123.080002,202500,121.588895
2015-11-20,123.080002,123.169998,123.00,123.010002,251300,121.519743
2015-11-19,123.099998,123.160004,123.029999,123.080002,236400,121.588895
2015-11-18,123.019997,123.089996,122.900002,122.970001,161400,121.480227
2015-11-17,122.900002,123.199997,122.839996,123.089996,110600,121.598768
2015-11-16,123.209999,123.239998,123.080002,123.139999,218100,121.648165
2015-11-13,122.959999,123.059998,122.919998,123.059998,133600,121.569133
2015-11-12,122.709999,122.849998,122.699997,122.760002,248200,121.272772
2015-11-11,123.099998,123.099998,122.610001,122.720001,243100,121.233256
2015-11-10,122.559998,122.849998,122.559998,122.75,308600,121.262891
2015-11-09,122.410004,122.610001,122.389999,122.519997,395100,121.035674
2015-11-06,122.599998,122.660004,122.50,122.629997,308200,121.144342
2015-11-05,123.150002,123.169998,122.989998,123.099998,708700,121.608649
2015-11-04,123.349998,123.410004,123.080002,123.150002,571600,121.658046
2015-11-03,123.489998,123.489998,123.309998,123.389999,1082500,121.895137
2015-11-02,123.610001,123.639999,123.510002,123.510002,1552000,122.013686
2015-10-30,123.790001,123.910004,123.779999,123.910004,525500,122.263625
2015-10-29,123.970001,124.00,123.809998,123.849998,357000,122.204417
2015-10-28,124.610001,124.669998,124.099998,124.18,334200,122.530034
2015-10-27,124.690002,124.779999,124.639999,124.669998,237600,123.013522
2015-10-26,124.410004,124.519997,124.389999,124.50,195100,122.845782
2015-10-23,124.50,124.50,124.309998,124.370003,603900,122.717512
2015-10-22,124.709999,124.830002,124.620003,124.769997,874100,123.112192
2015-10-21,124.57,124.730003,124.57,124.620003,4235300,122.964191
2015-10-20,124.489998,124.580002,124.43,124.510002,300800,122.855652
2015-10-19,124.709999,124.790001,124.559998,124.75,671800,123.092461
2015-10-16,124.809998,124.839996,124.68,124.739998,292400,123.082591
2015-10-15,124.900002,124.959999,124.75,124.82,1822200,123.16153
2015-10-14,124.949997,125.120003,124.839996,125.120003,252900,123.457547
2015-10-13,124.580002,124.699997,124.440002,124.650002,250500,122.993791
2015-10-12,124.50,124.629997,124.410004,124.57,213200,122.914852
2015-10-09,124.32,124.410004,124.269997,124.330002,335000,122.678043
2015-10-08,124.550003,124.650002,124.32,124.379997,282000,122.727374
2015-10-07,124.510002,124.650002,124.459999,124.550003,188200,122.895121
2015-10-06,124.620003,124.790001,124.559998,124.760002,290800,123.10233
2015-10-05,124.809998,124.860001,124.610001,124.660004,225800,123.00366
2015-10-02,125.190002,125.339996,124.849998,124.970001,582600,123.309539
2015-10-01,124.620003,124.690002,124.470001,124.529999,563600,122.875383
2015-09-30,124.50,124.669998,124.459999,124.650002,655600,122.852686
2015-09-29,124.449997,124.660004,124.410004,124.559998,549300,122.763979
2015-09-28,124.07,124.360001,124.07,124.349998,215100,122.557008
2015-09-25,123.949997,124.080002,123.879997,124.040001,413800,122.251481
2015-09-24,124.330002,124.410004,124.169998,124.18,332600,122.389461
2015-09-23,124.07,124.139999,123.980003,124.059998,275700,122.271189
2015-09-22,123.989998,124.25,123.989998,124.150002,169400,122.359895
2015-09-21,123.93,123.940002,123.75,123.830002,218500,122.044509
2015-09-18,124.050003,124.160004,123.93,124.150002,495500,122.359895
2015-09-17,123.150002,123.910004,123.150002,123.889999,238200,122.103642
2015-09-16,123.199997,123.360001,123.150002,123.199997,325500,121.423589
2015-09-15,123.650002,123.68,123.190002,123.220001,869000,121.443304
2015-09-14,123.760002,123.809998,123.669998,123.760002,151900,121.975519
2015-09-11,123.580002,123.769997,123.57,123.690002,161700,121.906529
2015-09-10,123.510002,123.540001,123.379997,123.50,257800,121.719266
2015-09-09,123.330002,123.629997,123.25,123.580002,320500,121.798114
2015-09-08,123.589996,123.610001,123.470001,123.519997,234600,121.738974
2015-09-04,123.709999,123.919998,123.599998,123.800003,389300,122.014943
2015-09-03,123.690002,123.739998,123.510002,123.699997,843600,121.916379
2015-09-02,123.470001,123.68,123.400002,123.529999,1147100,121.748832
2015-09-01,123.540001,123.68,123.470001,123.589996,951000,121.807965
2015-08-31,123.809998,123.860001,123.449997,123.449997,1473200,121.52708
2015-08-28,124.00,124.029999,123.599998,123.650002,503100,121.72397
2015-08-27,123.68,123.879997,123.57,123.730003,292500,121.802725
2015-08-26,123.830002,124.199997,123.75,123.760002,1052800,121.832257
2015-08-25,124.089996,124.209999,123.830002,124.080002,1323500,122.147272
2015-08-24,124.769997,124.940002,124.239998,124.449997,461800,122.511504
2015-08-21,124.040001,124.260002,123.93,124.150002,370200,122.216181
2015-08-20,123.849998,123.949997,123.769997,123.860001,267300,121.930698
2015-08-19,123.18,123.860001,123.18,123.790001,130300,121.861788
2015-08-18,123.230003,123.470001,123.230003,123.339996,120700,121.418793
2015-08-17,123.50,123.550003,123.400002,123.419998,175600,121.497549
2015-08-14,123.239998,123.389999,123.150002,123.230003,132100,121.310513
2015-08-13,123.459999,123.559998,123.309998,123.339996,406800,121.418793
2015-08-12,123.75,124.00,123.599998,123.639999,406300,121.714123
2015-08-11,123.50,123.769997,123.50,123.580002,404300,121.65506
2015-08-10,123.110001,123.230003,123.019997,123.129997,224500,121.212065
2015-08-07,123.150002,123.330002,123.00,123.300003,174800,121.379423
2015-08-06,123.050003,123.18,123.019997,123.089996,140300,121.172687
2015-08-05,123.019997,123.089996,122.760002,122.910004,147900,120.995498
2015-08-04,123.50,123.540001,123.089996,123.139999,296700,121.221911
2015-08-03,123.480003,123.730003,123.43,123.599998,1091400,121.674745
2015-07-31,123.629997,123.669998,123.510002,123.650002,202500,121.581225
2015-07-30,122.959999,123.199997,122.959999,123.18,167100,121.119087
2015-07-29,123.209999,123.32,123.050003,123.18,691500,121.119087
2015-07-28,123.239998,123.370003,123.239998,123.32,2410200,121.256745
2015-07-27,123.370003,123.480003,123.330002,123.43,194300,121.364905
2015-07-24,123.089996,123.230003,123.010002,123.129997,117000,121.069921
2015-07-23,122.769997,123.07,122.760002,123.059998,144600,121.001092
2015-07-22,122.879997,122.989998,122.809998,122.82,111900,120.76511
2015-07-21,122.610001,122.910004,122.610001,122.830002,133200,120.774945
2015-07-20,122.610001,122.699997,122.50,122.650002,141600,120.597956
2015-07-17,122.779999,122.910004,122.730003,122.839996,355500,120.784772
2015-07-16,122.709999,122.959999,122.690002,122.919998,485200,120.863435
2015-07-15,122.650002,123.099998,122.650002,123.029999,136500,120.971596
2015-07-14,122.75,122.839996,122.730003,122.790001,131100,120.735613
2015-07-13,122.449997,122.690002,122.449997,122.559998,214600,120.509458
2015-07-10,122.830002,123.040001,122.620003,122.790001,167900,120.735613
2015-07-09,123.279999,123.419998,123.209999,123.209999,144300,121.148584
2015-07-08,123.440002,123.739998,123.360001,123.620003,197900,121.551728
2015-07-07,123.57,123.790001,123.360001,123.410004,165900,121.345243
2015-07-06,123.300003,123.370003,123.019997,123.269997,236000,121.207578
2015-07-02,122.75,122.949997,122.739998,122.849998,532700,120.794607
2015-07-01,122.449997,122.610001,122.360001,122.489998,1584000,120.440629
2015-06-30,122.839996,123.160004,122.830002,122.959999,189300,120.770024
2015-06-29,122.779999,123.129997,122.690002,123.040001,229700,120.848601
2015-06-26,122.290001,122.400002,122.269997,122.330002,121600,120.151248
2015-06-25,122.559998,122.660004,122.389999,122.529999,167400,120.347683
2015-06-24,122.629997,122.760002,122.480003,122.739998,523300,120.553942
2015-06-23,122.440002,122.739998,122.440002,122.559998,212200,120.377147
2015-06-22,122.919998,122.919998,122.690002,122.709999,164900,120.524477
2015-06-19,123.07,123.260002,123.07,123.190002,335200,120.995931
2015-06-18,122.93,123.00,122.620003,122.879997,258900,120.691447
2015-06-17,122.559998,123.010002,122.110001,122.900002,2605400,120.711095
2015-06-16,122.669998,122.730003,122.540001,122.68,145500,120.495013
2015-06-15,122.610001,122.669998,122.410004,122.489998,214600,120.308394
2015-06-12,122.190002,122.529999,122.18,122.279999,193700,120.102135
2015-06-11,122.040001,122.349998,121.949997,122.330002,128900,120.151248
2015-06-10,122.059998,122.150002,121.900002,121.919998,248100,119.748546
2015-06-09,122.300003,122.300003,122.080002,122.150002,141800,119.974453
2015-06-08,122.339996,122.440002,122.32,122.389999,217000,120.210177
2015-06-05,122.129997,122.349998,122.00,122.190002,413300,120.013742
2015-06-04,122.529999,122.800003,122.529999,122.690002,283100,120.504837
2015-06-03,122.690002,122.690002,122.389999,122.459999,348500,120.27893
2015-06-02,122.980003,123.019997,122.839996,122.919998,322400,120.730736
2015-06-01,123.57,123.639999,123.160004,123.25,222700,121.05486
2015-05-29,123.650002,123.849998,123.650002,123.68,1356800,121.331843
2015-05-28,123.480003,123.639999,123.43,123.599998,179800,121.25336
2015-05-27,123.379997,123.489998,123.220001,123.459999,182200,121.116019
2015-05-26,123.150002,123.489998,123.120003,123.480003,156000,121.135643
2015-05-22,123.199997,123.300003,123.029999,123.290001,239700,120.949248
2015-05-21,123.239998,123.480003,123.239998,123.449997,161800,121.106206
2015-05-20,123.139999,123.290001,123.019997,123.129997,192700,120.792282
2015-05-19,122.949997,123.169998,122.889999,122.910004,313300,120.576465
2015-05-18,123.510002,123.519997,123.230003,123.32,229600,120.978677
2015-05-15,123.470001,123.75,123.449997,123.660004,148200,121.312226
2015-05-14,123.25,123.43,123.18,123.349998,178300,121.008106
2015-05-13,123.279999,123.309998,123.00,123.040001,317700,120.703994
2015-05-12,122.93,123.129997,122.800003,123.029999,168700,120.694182
2015-05-11,123.349998,123.349998,122.889999,122.980003,366300,120.645136
2015-05-08,123.660004,123.68,123.419998,123.529999,202600,121.184689
2015-05-07,123.029999,123.18,122.959999,123.120003,125300,120.782477
2015-05-06,123.160004,123.169998,122.879997,122.980003,407900,120.645136
2015-05-05,123.440002,123.440002,123.080002,123.230003,440100,120.89039
2015-05-04,123.440002,123.550003,123.309998,123.339996,450800,120.998294
2015-05-01,123.540001,123.610001,123.339996,123.370003,311500,121.027731
2015-04-30,123.580002,123.93,123.489998,123.900002,549800,121.41425
2015-04-29,123.82,124.18,123.730003,123.93,319200,121.443647
2015-04-28,124.160004,124.339996,124.050003,124.050003,111600,121.561242
2015-04-27,124.360001,124.470001,124.260002,124.349998,168000,121.855218
2015-04-24,124.370003,124.489998,124.370003,124.489998,191100,121.992409
2015-04-23,124.099998,124.300003,123.989998,124.199997,283000,121.708226
2015-04-22,124.269997,124.309998,123.989998,124.019997,196500,121.531837
2015-04-21,124.370003,124.440002,124.32,124.389999,165300,121.894417
2015-04-20,124.559998,124.620003,124.379997,124.480003,258700,121.982615
2015-04-17,124.459999,124.660004,124.360001,124.519997,266400,122.021806
2015-04-16,124.449997,124.620003,124.290001,124.559998,177200,122.061004
2015-04-15,124.470001,124.510002,124.389999,124.389999,163100,121.894417
2015-04-14,124.400002,124.529999,124.279999,124.330002,182200,121.835623
2015-04-13,124.00,124.150002,123.959999,124.150002,131600,121.659234
2015-04-10,124.120003,124.160004,123.919998,123.980003,125400,121.492646
2015-04-09,124.239998,124.239998,123.919998,124.019997,229700,121.531837
2015-04-08,124.379997,124.379997,124.089996,124.290001,452600,121.796425
2015-04-07,124.309998,124.370003,124.199997,124.330002,392000,121.835623
2015-04-06,124.669998,124.720001,124.370003,124.449997,253000,121.953211
2015-04-02,124.349998,124.370003,124.160004,124.199997,255500,121.708226
2015-04-01,124.220001,124.419998,124.199997,124.290001,840000,121.796425
2015-03-31,124.00,124.199997,123.949997,124.169998,190300,121.539674
2015-03-30,123.919998,124.050003,123.879997,123.940002,195400,121.31455
2015-03-27,123.849998,123.949997,123.830002,123.860001,230300,121.236243
2015-03-26,123.870003,123.870003,123.580002,123.650002,309500,121.030692
2015-03-25,124.199997,124.239998,123.93,123.940002,216000,121.31455
2015-03-24,124.010002,124.230003,123.93,124.199997,239900,121.569037
2015-03-23,123.970001,124.040001,123.82,124.00,171000,121.373277
2015-03-20,123.760002,123.93,123.760002,123.910004,219900,121.285187
2015-03-19,123.790001,123.860001,123.480003,123.519997,286400,120.903441
2015-03-18,123.220001,124.080002,123.07,123.970001,257600,121.343913
2015-03-17,123.150002,123.169998,123.029999,123.089996,166000,120.48255
2015-03-16,123.089996,123.139999,122.919998,123.00,453100,120.39446
2015-03-13,122.760002,123.029999,122.720001,122.839996,206700,120.237846
2015-03-12,123.07,123.07,122.730003,122.870003,182600,120.267216
2015-03-11,122.660004,122.800003,122.589996,122.769997,270100,120.169329
2015-03-10,122.779999,122.839996,122.610001,122.699997,600200,120.100812
2015-03-09,122.379997,122.470001,122.309998,122.470001,213300,119.875688
2015-03-06,122.290001,122.349998,122.110001,122.169998,166300,119.58204
2015-03-05,122.75,122.959999,122.660004,122.860001,711900,120.257426
2015-03-04,122.849998,122.849998,122.610001,122.760002,349300,120.159546
2015-03-03,122.720001,122.839996,122.589996,122.639999,945300,120.042085
2015-03-02,123.18,123.239998,122.739998,122.790001,5971700,120.188909
2015-02-27,123.199997,123.370003,123.110001,123.330002,1997600,120.591202
2015-02-26,123.379997,123.43,123.07,123.110001,658500,120.376087
2015-02-25,123.519997,123.589996,123.370003,123.589996,1273800,120.845423
2015-02-24,122.949997,123.540001,122.68,123.540001,3814900,120.796538
2015-02-23,122.889999,123.07,122.879997,123.059998,1877100,120.327194
2015-02-20,123.07,123.239998,122.620003,122.769997,445900,120.043633
2015-02-19,122.940002,123.139999,122.769997,122.860001,267600,120.131639
2015-02-18,122.690002,123.269997,122.559998,123.080002,493300,120.346754
2015-02-17,122.970001,123.080002,122.459999,122.639999,482600,119.916523
2015-02-13,123.220001,123.260002,123.07,123.089996,318200,120.356527
2015-02-12,123.150002,123.370003,123.150002,123.230003,333200,120.493425
2015-02-11,123.190002,123.260002,123.019997,123.089996,1046200,120.356527
2015-02-10,123.150002,123.290001,123.059998,123.120003,362700,120.385867
2015-02-09,123.480003,123.480003,123.25,123.279999,405500,120.54231
2015-02-06,123.690002,123.769997,123.300003,123.339996,711200,120.600975
2015-02-05,124.349998,124.43,124.199997,124.32,442600,121.559215
2015-02-04,124.209999,124.589996,124.089996,124.489998,643500,121.725438
2015-02-03,124.660004,124.669998,124.379997,124.419998,419400,121.656993
2015-02-02,124.82,125.050003,124.769997,124.93,7335700,122.15567
2015-01-30,125.040001,125.199997,124.870003,125.139999,277600,122.222165
2015-01-29,124.540001,124.620003,124.400002,124.550003,267300,121.645925
2015-01-28,124.269997,124.849998,124.269997,124.730003,279500,121.821728
2015-01-27,124.449997,124.580002,124.199997,124.279999,239900,121.382216
2015-01-26,124.209999,124.290001,124.029999,124.160004,336400,121.265019
2015-01-23,124.110001,124.370003,124.110001,124.349998,335400,121.450584
2015-01-22,124.32,124.32,123.860001,123.980003,528700,121.089216
2015-01-21,124.410004,124.559998,124.089996,124.160004,310400,121.265019
2015-01-20,124.540001,124.699997,124.330002,124.440002,1174200,121.538489
2015-01-16,124.760002,124.809998,124.360001,124.410004,2577800,121.50919
2015-01-15,124.290001,124.980003,124.290001,124.970001,258700,122.05613
2015-01-14,124.470001,124.529999,124.230003,124.279999,462900,121.382216
2015-01-13,123.790001,124.050003,123.699997,123.949997,289100,121.059909
2015-01-12,123.669998,123.879997,123.669998,123.830002,1267700,120.942712
2015-01-09,123.410004,123.720001,123.330002,123.559998,119900,120.679003
2015-01-08,123.209999,123.25,123.110001,123.199997,217100,120.327397
2015-01-07,123.110001,123.419998,123.050003,123.349998,329600,120.473901
2015-01-06,123.040001,123.720001,123.040001,123.239998,347600,120.366465
2015-01-05,122.599998,122.900002,122.57,122.860001,236100,119.995328
2015-01-02,122.330002,122.660004,122.279999,122.580002,820800,119.721858
2014-12-31,122.18,122.379997,122.169998,122.309998,211900,119.458149
2014-12-30,122.139999,122.260002,122.110001,122.169998,419600,119.321414
2014-12-29,121.870003,122.080002,121.870003,122.00,1707300,119.155379
2014-12-26,121.790001,121.790001,121.720001,121.760002,95200,118.920977
2014-12-24,121.68,121.75,121.57,121.75,106700,118.911209
